Date,SXR8.DE,EXW1.DE,EUNH.DE
2026-05-12,673.5,58.1358,107.2063
2026-05-13,680.66,58.6844,107.1618
2026-05-14,691.2,59.3798,107.5665
2026-05-15,687.7,58.3219,106.8065
2026-05-18,682.0,58.6648,106.841
2026-05-19,680.94,58.6158,106.5844
2026-05-20,686.26,59.8892,107.4185
2026-05-21,687.28,59.7521,107.3247
2026-05-22,694.82,60.3496,107.7195
2026-05-25,696.54,61.5446,108.445
2026-05-26,695.74,60.8394,108.139
2026-05-27,694.5,60.8589,108.1193
2026-05-28,697.68,60.712,108.3809
2026-05-29,698.9,60.663,108.5931
2026-06-01,702.42,60.5357,108.0798
2026-06-02,703.94,61.2899,108.3019
2026-06-03,701.76,60.761,107.7738
2026-06-04,700.74,61.2116,107.8182
2026-06-05,698.3,60.81,107.7541
2026-06-08,693.26,60.9079,107.6011
2026-06-09,682.52,60.8198,107.5517
2026-06-10,681.7,60.4084,107.532
2026-06-11,681.24,60.8785,107.8084
2026-06-12,691.86,62.0344,108.0946
2026-06-15,701.6,62.5222,108.4746
2026-06-16,699.68,62.7888,108.6276
2026-06-17,698.02,63.243,108.6474
2026-06-18,701.66,63.48,108.7115
2026-06-19,703.54,63.2035,108.2377
2026-06-22,703.6,63.3812,108.5437
2026-06-23,698.06,62.5913,108.7658
2026-06-24,703.98,62.4037,109.0225
2026-06-25,697.56,62.9073,109.1656
2026-06-26,696.42,62.4531,109.1903
2026-06-29,697.76,62.5518,109.0965
2026-06-30,704.98,63.5392,109.0965
2026-07-01,710.42,63.0949,108.9682
2026-07-02,704.54,63.9243,108.8645
2026-07-03,706.12,64.4279,108.6474
2026-07-06,710.36,64.2501,108.5635
2026-07-07,705.44,63.4997,108.2476
2026-07-08,702.24,62.4136,107.4974
2026-07-09,708.8,63.1739,107.838
2026-07-10,711.48,63.006,107.9268
2026-07-13,712.88,63.0455,107.6159
2026-07-14,710.0,63.1344,107.6406
2026-07-15,711.62,63.006,107.6307
2026-07-16,711.96,63.1541,107.395
2026-07-17,703.46,62.6604,107.45
2026-07-20,706.24,62.6802,107.31
2026-07-21,707.96,63.1739,107.21
2026-07-22,709.42,63.5195,107.095
2026-07-23,700.42,62.4432,106.805
2026-07-24,704.6,63.164,107.225
2026-07-27,700.18,63.164,107.565
2026-07-28,703.06,63.2726,107.735
2026-07-29,697.7,62.8184,107.36
2026-07-30,690.52,63.7861,107.34
2026-07-31,696.24,63.9144,107.12
2026-08-03,709.52,64.655,107.565
2026-08-04,719.96,65.277,107.86
2026-08-05,722.42,65.1487,107.935
2026-08-06,721.0,65.4745,107.685
2026-08-07,723.04,65.6621,107.805
2026-08-10,723.82,65.751,107.38
2026-08-11,722.94,65.9287,107.46
2026-08-12,722.78,65.7609,107.515
2026-08-13,727.18,65.8695,107.73
2026-08-14,724.18,65.8004,107.21
2026-08-17,723.0,65.7016,107.055
2026-08-18,716.4,65.0697,106.725
2026-08-19,714.0,64.8525,106.775
2026-08-20,708.64,64.6254,106.775
2026-08-21,709.16,65.0401,106.815
2026-08-24,707.24,64.892,106.84
2026-08-25,708.24,65.0104,107.265
2026-08-26,709.68,65.0993,107.1
2026-08-27,714.26,64.6648,106.945
2026-08-28,721.06,65.277,106.815
2026-08-31,712.1,64.5661,106.445
2026-09-01,711.72,64.0329,106.4
2026-09-02,713.8,64.0033,106.105
2026-09-03,718.6,64.2008,106.425
2026-09-04,715.3,64.3094,106.47
2026-09-07,714.02,64.3884,106.145
2026-09-08,713.04,64.5069,106.335
2026-09-09,708.08,63.5096,105.785
2026-09-10,705.82,63.1739,105.235
2026-09-11,712.94,63.638,105.265
2026-09-14,711.62,63.0751,105.12
2026-09-15,708.78,62.77,104.975
2026-09-16,711.84,63.13,105.2
2026-09-17,717.1,63.62,105.465
2026-09-18,717.34,62.77,104.945
2026-09-21,726.94,63.58,105.46
2026-09-22,731.94,63.64,105.38
2026-09-23,731.94,63.64,105.38
